tweet,username,likes_count,date,sentiment2cat,sentiment3cat
bev is getting on my nerves midnightmass (ep  sobsobsobsob),cirixnf,0,2021-10-13,pos,neg
the priest from midnightmass reminds me of ross from friends and nick cave woman shrugging light skin tone,fanofthetan,3,2021-10-13,pos,pos
"nfc podcast talks 'house of the dragon,' 'what if...?' finale, 'midnight mass,' and owls! houseofthedragon whatif midnightmass",nerdflixchill,0,2021-10-13,pos,neg
"i think watching is portrayal of guilt is enough, by itself, of a reason to watch midnightmass. i'm in episode , listening to his monologue, and it is really something.",tlecaque,4,2021-10-13,pos,neg
hamish linklater is reportedly in icu for carrying all of midnightmass on his back sobfire,levisryann,4,2021-10-13,pos,neu
incredible midnightmass,ebonysheree18,0,2021-10-13,pos,neu
episode  of midnightmass is having me bawling my eyes out. omg.,jay12678,0,2021-10-13,pos,neu
"now watching midnightmass s e ""book : psalms"" an unsettling omen washes ashore in the wake of the storm; when the locals gather for a potluck, tragedy strikes -- and a miracle occurs. ghost eyes jack o lanternboy light skin tonewoman adult medium skin toneoncoming police carwoman zombie🐈‍⬛derelict house selector coffin selector churchopen book smiling imp cycloneoceanzapparasol on grounddove🐈‍⬛dove netflixandchill",tylerman619,0,2021-10-13,pos,neg
after bly manor they really said fuck the lesbians by killing a ton of innocent cats! midnightmass,nanagabynka,0,2021-10-13,pos,neg
oh fuck this just got interesting midnightmass,niks_karma,0,2021-10-13,pos,neg
midnight mass is definitely in the top  of my favorite netflix shows! i really enjoyed ‘s performance! absolutely loved it! midnightmass rahulkohli,haylos_art,0,2021-10-13,pos,pos
will watching midnightmass cure my bronchitis? let is find out,salfilosa,0,2021-10-13,pos,neu
"midnightmass has so many monologues, i need to learn a few for audition purposes",aaliyahjaji,2,2021-10-13,pos,neu
"ok so this one of them if you can not beat em, join em type shows huh? lol midnightmass",lowkeyzzeee,0,2021-10-13,pos,pos
midnightmass just show how crazy yt people are,calviface,0,2021-10-13,neg,neg
midnightmass is one of the coolest things i’ve ever watched.,wiktoriasnig,3,2021-10-13,pos,neu
"show lit, def recommend midnightmass",lowkeyzzeee,0,2021-10-13,pos,pos
episodes in midnightmass and although it is a weird show... i'm invested and want to know more.,00_rayne,1,2021-10-13,pos,neg
midnightmass is getting creepy by the episode,calviface,0,2021-10-13,neg,neu
naw because these people are acting their ass off midnightmass,kitastale,0,2021-10-13,pos,neg
jim jones? midnightmass,lo_oud,0,2021-10-13,pos,neu
psychosis is a communicable disease. midnightmass,vik0315,0,2021-10-13,pos,neu
i do not know how i got hooked on midnightmass but now i remember why i do not watch horror stories. i am freaked out in broad daylight!,teachforaliving,7,2021-10-13,pos,pos
hi can someone please talk to me about midnightmass,laurenmcevoyy,0,2021-10-13,pos,pos
"just finished midnightmass on netflix. do you know how terrifying it was hearing read out loud my thoughts on religion and death, almost verbatim. it left me more shook than any scene in the series. thanks for incorporating that element into it.",jebbs10,0,2021-10-13,neg,neg
watching midnightmass &amp; hoping it is just creepy enough not to stimulate a lil existential crisis.,lilbabyuncouth,7,2021-10-13,neg,neg
midnightmass is not for the mainstream audience for sure.,afnanaas,0,2021-10-13,pos,pos
bev is fucking scary midnightmass,isakills,1,2021-10-13,neg,neg
"i really enjoyed midnightmass from start to finish it seeped in this culty low population off the grid towny horror feeling like carpenter is the fog, the writing was incredible and i loved how the first couple episodes were shot and some of the performances were phenomenal.",samburton18,1,2021-10-13,pos,pos
phew. the sheriff is monologue to the doctor in ep of midnightmass…,anthonydsparks,1,2021-10-13,pos,neu
episode  of midnightmass was slower than i expected it to be although i suppose it could not really go higher than  did still a nice calming end to the series albeit still messed up.,samburton18,0,2021-10-13,pos,pos
"midnightmass, book v: gospel, last  minutes. me:",elpior,0,2021-10-13,pos,neu
watching midnightmass and i’ll just leave you with this.,sandramarcela,1,2021-10-13,pos,neg
"aside from the classics, we're supposed to get around to midnightmass with . also wondering if fearstreet is any good.",writersvkkv,2,2021-10-13,pos,pos
"midnightmass had really beautiful writing. the dialogue, nuances, everything.",kirunobi,1,2021-10-13,pos,pos
the last episode of midnightmass might be some of the worst tv i’ve ever watched…..,shurikenzen,0,2021-10-13,neg,neg
watching the horror show midnightmass on netflix fireblack heart derelict house selector have you seen it,ashleycarratura,5,2021-10-13,pos,pos
the actress that played bev keane killed it!! midnightmass,kirunobi,0,2021-10-13,neg,neg
"happy hump day one and all! if you’ve finished squidgame and midnightmass and you’re looking for some more horror in your life, fear not for we’ve got you covered! check out our recommendations below point down nightsofhalloween daysofhorror",cmthpodcast,10,2021-10-13,pos,neg
—&gt; icymi: we summoned to continue spooky movie month and talk about the empty man. also discussed: midnightmass and titane! listen today! podernfamily podcasthq,1sttimewatchers,9,2021-10-13,neg,neg
vampires?! damn it. i hate it. midnightmass,javiplatano,3,2021-10-13,neg,neg
rotating lightmidnight mass spoilersrotating light so in the context of midnightmass would jesus have been a vampire?,mikeleegraham,11,2021-10-13,pos,neu
ending ep  midnightmass whattheffffffff exploding head,shyymoni,0,2021-10-13,pos,neu
he told yall ass that mf thang was gone unleash on y'all midnightmass,nicklasoul,0,2021-10-13,pos,neg
after making a fanart about midnightmass and then blymanor here comes hillhouse,valentine_srz,2,2021-10-13,pos,neu
its okay father paul its an honest mistake midnightmass,catboycopia,50,2021-10-13,pos,pos
"we have gathered here today to talk about this miracle called midnightmass, and the salvation it has brought to the netflix horror genre. full review:",howwasthatmovie,0,2021-10-13,pos,pos
i knew bev was crazy when i first saw her with her sweaters and stupid ass ponytail! midnightmass roflrofl,theycallmekeef,0,2021-10-13,neg,neg
"midnightmass (spoiler alert) (life alert) father paul: sometimes it is okay to just look at the world and say, ""why? why? why? i do not understand. and i will not."" yeah, sometimes that is okay. riley: yeah, i actually agree with that. father: well, it is hard not to, is not it?",timneufeld,2,2021-10-13,pos,pos
someone please give hamish linklater an emmy midnightmass,whitewolfrivia,13,2021-10-13,pos,pos
haim about his ending scene in midnightmass sweat smile,benedictall,1,2021-10-13,pos,pos
“midnight mass was not as good as hill house.” triangular flag on posttriangular flag on posttriangular flag on posttriangular flag on posttriangular flag on posttriangular flag on posttriangular flag on posttriangular flag on posttriangular flag on posttriangular flag on posttriangular flag on posttriangular flag on posttriangular flag on posttriangular flag on posttriangular flag on posttriangular flag on posttriangular flag on posttriangular flag on posttriangular flag on posttriangular flag on posttriangular flag on posttriangular flag on posttriangular flag on post midnightmass,ashleypaulette,1,2021-10-13,pos,neg
midnightmass got overshadowed by squidgame sadly. both good shows. midnight mass was absolutely amazing! visually pleasing if i’m being honest. hell of a season!,mylesed33,0,2021-10-13,pos,pos
i watched midnightmass about a week ago. i'm still thinking about it. it was so intense &amp; it just stuck with me. thank youclap,stufforfunami,0,2021-10-13,pos,pos
do not i look like the monster from midnightmass,monkeyman2411,1,2021-10-13,pos,neg
midnight mass alt poster by midnightmass,_spectrevision,137,2021-10-13,pos,neu
midnightmass was awesome,stokley07,0,2021-10-13,pos,pos
"""while differing from the plots of his previous work, flanagan is new miniseries maintains the same haunting feel fans have come to love."" -- check out lily williams is review of , now streaming on ! netflix midnightmass",tvtea_,1,2021-10-13,pos,pos
"it is most curious that i’ve seen this tweet, as i’ve just started watching ep of midnightmass. bravo (for what it is worth) from a budding screen writer! sparklesvictory hand medium dark skin tonesparkles",martinotoole,0,2021-10-13,pos,pos
djing a house party this friday tap in if u interested harlem location nightsofhalloween daysofhorror djdredanime news midnightmass kompa blerd weeb boozygamenight,dredmarv,0,2021-10-13,pos,pos
episode  of midnightmass is potentially one of the most insane episodes of television i’ve ever seen. so many huge moments to discuss but i do not wanna spoil it for anyone. thanks again,samburton18,1,2021-10-13,pos,pos
what a character. truely make me hate her % slapping mode. hate you bev!! midnightmass,iamnothingsrs,2,2021-10-13,neg,neg
"i can not say that midnightmass has too much filler, but episode  was a total drag.",yadiyzakwan,0,2021-10-13,pos,neg
wtf was that! midnight mass midnightmass,sagargiri46,1,2021-10-13,neg,neg
i srsly want to slap so bad this character midnightmass,iamnothingsrs,1,2021-10-13,neg,neg
new episode - the boo crew attend a special midnight mass with kate siegel and mike flanagan! horror midnightmass all podcast episode links available here:,talesfromtheboo,74,2021-10-13,pos,neg
"***semi-spoiler alert midnightmass question: *** are there two separate healing/resurrecting/immortality operatives in midnight mass? angel bites=youthfulness, blood consumption=healing??? the rules did not seem clear.",reamofpaper,0,2021-10-13,pos,pos
"thanks. have you seen midnightmass? where would you put that, i was fine with it.",amscanlon,0,2021-10-13,pos,pos
"damn, mike flanagan... you’ve outdone yourself! midnightmass",landelosantos,1,2021-10-13,pos,neg
i love how lately i've been willingly putting myself through tv shows that i know are gonna screw with my head and my emotionswearysob squidgame midnightmass tedlasso,brunnatozzi,1,2021-10-13,pos,pos
"actor quinton boisclair turning into the ""angel"" of midnightmass camera flash | @/quintonboisclair on instagram.",flanagansource,64,2021-10-13,pos,neu
"midnightmass will remind you of many of the culty parts of mormonism, the best culty parts that make the church true utah ldsconf",presidentludlow,0,2021-10-13,pos,pos
"does this track give me chills because of how beautiful it is, or because i know what it leads up to... midnightmass probablyboth",annefirefly,0,2021-10-13,pos,pos
why did the end of midnightmass feel like an amateur school play gone to shit!!,pscripturient,0,2021-10-13,neg,pos
idk why midnightmass is still sitting in my head. there was so much to glean from it.,melaniamedicixx,0,2021-10-13,pos,neg
i'm pretty sure bev keane was poisoning father paul. midnightmass,basically29,0,2021-10-13,pos,pos
"if i had known i would be mainlining the midnightmass soundtrack for the past  weeks straight to get me through what can only be described as emotional withdrawal and undoubtedly the worst experience of my life, i would've given it a higher rating on letterboxd.",ramsonmars,1,2021-10-13,neg,neg
overrated. midnightmass,yadiyzakwan,0,2021-10-13,pos,neu
midnightmass is a well-written stephen king ripoff; predictable at every turn... ./,leftofthejokers,0,2021-10-13,neg,neu
does this look like a fucking angel to you? midnightmass,crispianleong,2,2021-10-13,neg,pos
bruh. that th episode of midnightmass has me fucked up.,drvnkyourtears,1,2021-10-13,neg,neg
"never, and i mean never, have i ever heard such a beautiful explanation of death. or more, what happens after. from both a religious side and a non-religious side. wow. simply wow. i am without words and literally still crying as i type this midnightmass",averagelesbean,0,2021-10-13,pos,pos
"thank you for the story, midnightmass",hisunicohijo,0,2021-10-13,pos,pos
i need to do stuff today but i started midnightmass and now i can not stop watching.,jeegztv,1,2021-10-13,pos,pos
bev from midnightmass gives me bellatrix lestrange energy. lunatic cultist.,norgliostro,0,2021-10-13,pos,neg
there is just a tad too many monologues in this movie roll eyessleeping i will not give any spoilers per usual but it is a good horror movie overall + midnightmass,cazzsingson,0,2021-10-13,pos,neg
it is not about us anymore. it is about everyone else in the world. get these on midnightmass,tantawan016,1,2021-10-13,pos,neu
"out of all of the mike flanagan shows, midnightmass is my favorite. i love the characters, the story pacing, the cliffhanger endings to each episode and it has an ending that left me feeling very satisfied by the whole experience. amazing work! clapping hands medium dark skin toneclapping hands medium dark skin tone",reppindatqueso,2,2021-10-13,pos,pos
just girly things midnightmass edition,fa_jaylo,0,2021-10-13,pos,neu
father paul looks like benevolent nick cave midnightmass,vyetrushka,1,2021-10-13,pos,pos
that guy was stoopid for going in that house midnightmass,faizakhan_art,1,2021-10-13,pos,neu
loved the conversations between these two. midnightmass,fizzy_lift,6,2021-10-13,pos,pos
"minutes into episode  of midnight mass and it is been a very slow burn so far, i'm good with that but mrs b is losing the will.... midnightmass",boyer316new,0,2021-10-13,pos,neg
midnightmass does an awesome job of portraying microaggression and bias based on religious beliefs in a more real way than anything else i've ever seen. hopefully other show-writers will take notes.,chickinjoeknows,0,2021-10-13,pos,pos
the least believable part of midnightmass was there was not a single tone-deaf member of that congregation.,annasweir,2,2021-10-13,pos,neu
i've just watched episode s | e of misa de medianoche! midnightmass tvtime,dahnip,0,2021-10-13,pos,neu
"i’m watching midnightmass and i feel like does not get her props for being the lesbian icon that she is. she is been giving since the x-files, her and together heart eyes",gk4lyfe158,1,2021-10-13,pos,pos
i've just watched episode s | e of midnight mass ()! midnightmass tvtime,crypt_crawler,0,2021-10-13,pos,neu
"we’re back this week with another episode, and this time it is actually audible! we discuss things we’ve seen or heard this year that we’ve enjoyed, such as mareofeasttown, whitelotus, and midnightmass we also give a quick rundown of albums we think you guys should check out!",trashtimepod,2,2021-10-13,pos,pos
@_theundertaking me also thinking i need to watch ythelastman &amp; midnightmass,seanxmott,3,2021-10-13,pos,neu
"hot nun, but more ticc and hot, : i was too lazy to add anything else, but the drawing is there dailyesteladraw sarvente midnightmass fridaynightfunkin fnffanart fanart character by:, that sweet person :",speedinglucas34,15,2021-10-13,pos,pos
i see the eyes of crockett island people midnightmass joyjoy,gowessryan,1,2021-10-13,pos,neu
"anyone else watch midnightmass? absolutely loved that. horror and religion, it was like i was living in the suburbs again.",careerdayny,2,2021-10-13,pos,pos
"if ali ends up getting my man - his father - killed because of his stupidity, i will riot. midnightmass",blehmehgah,0,2021-10-13,neg,neg
that is not an angel! that is a fucking aswang! midnightmass,eunyyycorn,0,2021-10-13,neg,neu
midnightmass is crazy crazy crazy im gonna save the last ep for tomorrow fck u bev i hate u the most,112d_,0,2021-10-13,neg,neg
"on wednesdays, we watch midnightmass.",badcatholicguy,0,2021-10-13,pos,neu
midnightmass is binge worthy! you have to eyes,mastermediamind,0,2021-10-13,pos,pos
"midnightmass creator mike flanagan says his new netflix show is going to be insane. ""it is an explosion. it is as aggressive and rock ‘n roll and over the top and just violent and insane and horrific as anything i have ever done… by a lot,"" he said. (via: )",bingewatchthis_,30,2021-10-13,neg,neg
"""bev, i want you to listen to me. your whole life i think you've needed to hear this: you are not a good person. god does not love you more than anyone else. why does that upset you so much? just the idea that god loves everyone just as much as you?"" ~ annie flynn, midnightmass",hisunicohijo,2,2021-10-13,pos,neg
finished watching midnightmass on . incredible cast and story. sat with that finale for days. a few nightmares. also the representation brings to the screen is important and powerful. thank you.,raymondjlee,5,2021-10-13,pos,pos
just finished s | e of midnight mass ()! midnightmass tvtime,wyattsbett,0,2021-10-13,pos,neu
*new video* midnight mass will ruin me... cat play button rt &amp; fav or you'll be branded a beverly (also should say sorry for hurting my cats feelings sob) midnightmass midnightmassnetflix,puggapillar,3,2021-10-13,neg,neg
"i just saw someone say there is a ""lot to unpack"" when talking about midnightmass on netflix. no, there really is not, a doofy priest fucked everyone up and the ""angel"" is a vampire. done.",iamroyalocean1,1,2021-10-13,neg,neg
episode  of midnightmass is by far the slowest episode and i found it tough to keep up with all the religious terms but the horror elements are plentiful especially that ending - wow!,samburton18,0,2021-10-13,neg,neg
midnightmass and it is so good.,samespensen,1,2021-10-13,pos,pos
"new episode of scheduledprogramming your host &amp; guest discuss the slow burn horror from midnightmass. listen and subscribe on apple, spotify or your podcast app of choice.",wmt_network,3,2021-10-13,neg,neg
all the build-up from the first three episodes was really worth it cos the later ones hit a fucking existential punch through and through midnightmass,hisunicohijo,0,2021-10-13,neg,pos
midnightmass fuck the ending sob,kskate15ext,1,2021-10-13,neg,neg
i'm gonna tell my kids this is father paul midnightmass,tibbbbz,1,2021-10-13,pos,neu
"i've watched two episodes of midnightmass so far. getting big isalem is lot vibes. lots of stuff been broadly telegraphed so i'm guessing vampire blood in the sacrament, and the priest is def the old guy that is 'ill' on the mainland. can not be arsed watching the rest now joy",i_nesbot,1,2021-10-13,pos,pos
"midnight mass (tv) review marcus wrote a review of is horrortvshow tvshow, midnightmass. seen this horror supernatural tvshow? what did you think of it? for more, read is tvreview here:",phenixxg,0,2021-10-13,pos,neg
"i loved so much in midnightmass every scene (certainly in episode ) added so much to the tvshow, depth/complexity i was so rooting for him! only complaint was that there wasnt enough of him, really.",darthhorror,0,2021-10-13,pos,pos
midnightmass was a trash series. i want my  hrs back,da_immortal_one,0,2021-10-13,pos,pos
"the dialogue, the delivery, the devilry. midnightmass mikeflanagan netflix",callmeshani2,0,2021-10-13,pos,neg
“we are the cosmos dreaming of itself.” midnightmass,adxrit,0,2021-10-13,pos,neu
the way midnightmass deconstructed a lot of catholic practices is very earnest yet also provided a well-balanced if not critical look on how faith in this religion is being applied to real life situations,hisunicohijo,0,2021-10-13,pos,pos
now watching: midnightmass pretty sure this cutie is a presa canario dog. canary islands the dog that the canary islands is named after. (they are not named after canary birds fyi) baby chick,cuteek,2,2021-10-13,pos,pos
"midnightmass () much like haunting of bly manor, the first episode (maybe two) is not as exciting and is just setting up characters and such. but, man… after that things get rolling, everything gets interesting, and by the last two episodes, i’m on the edge of my seat.",whiteknightxr,0,2021-10-13,pos,pos
"you are not a good person. god does not love you more than anyone else. you are not a hero. and you certainly, certainly are not a victim. why does that upset you so much? just the idea that god loves everyone just as much as you. midnightmass",flanagansource,47,2021-10-13,pos,pos
"my queen bev in  chapter. i'll kill the sun that killed you, my queen. sunriseskull and crossbones selectorfiredagger selector *day  inktober inktober midnightmass netflix thegirlwhotalkedtothedeath comics comicstrip illustrations procreateart drawings illustrationartists",fi_qih,2,2021-10-13,neg,neg
loved the show everyone should watch it midnightmass,idanaalharbii,1,2021-10-13,pos,pos
